item_id,mean_nearest_price
157,110.0
158,110.0
159,110.0
160,110.0
161,119.0
162,249.0
163,129.0
164,114.0
165,249.0
166,240.3775
167,149.0
169,172.0
170,249.0
171,249.0
172,250.0
174,80.0
175,191.0
176,250.0
177,243.52380952380952
178,250.0
179,250.0
180,80.0
181,100.0
182,100.0
183,99.0
184,99.0
185,99.0
186,100.0
187,99.0
188,99.0
189,99.0
190,99.0
191,100.0
192,99.0
193,99.0
194,99.0
195,100.0
196,129.0
197,238.04
198,195.6
199,229.74074074074073
200,249.0
201,80.0
202,230.68421052631578
203,80.0
205,249.0
206,120.0
207,98.0
208,172.0
209,172.0
210,230.1904761904762
211,216.0
212,216.0
213,243.17499999999998
214,172.0
215,249.0
216,172.0
217,172.0
218,249.0
219,249.0
220,144.0
221,144.0
222,144.0
223,144.0
224,237.57142857142858
225,249.0
226,239.0
227,114.0
228,226.30434782608697
229,80.0
230,236.43809523809523
231,80.0
232,249.0
233,249.0
234,249.0
235,249.0
236,249.0
238,249.0
239,80.0
240,144.0
241,80.0
242,172.0
243,250.0
244,249.0
245,100.0
246,250.0
247,250.0
248,249.0
250,144.0
251,172.0
252,249.0
253,241.03055555555557
255,216.0
256,188.0
257,233.8
258,235.7826086956522
259,231.46153846153845
260,188.0
261,172.0
262,172.0
263,250.0
264,199.0
265,220.0
266,144.0
267,226.14285714285714
268,172.0
269,329.6363636363636
270,249.0
271,129.0
272,250.0
273,181.5
274,114.0
275,144.0
276,240.94117647058823
277,250.0
278,249.0
279,144.0
280,250.0
281,224.1
282,235.72727272727272
283,232.33333333333334
284,232.33333333333334
285,249.0
286,129.0
287,80.0
288,80.0
289,228.0
290,249.0
291,172.0
292,249.0
293,249.0
294,236.69230769230768
295,249.0
296,172.0
297,249.0
298,249.0
299,216.0
300,172.0
301,172.0
303,59.0
304,114.0
305,114.0
306,230.05
307,114.0
308,223.90576923076924
309,172.0
310,249.0
311,249.0
312,249.0
313,233.4333333333333
314,249.0
315,249.0
316,299.0
317,286.54545454545456
318,299.0
319,299.0
320,285.3
321,286.54545454545456
322,299.0
323,129.0
324,249.0
325,236.16851851851854
326,300.0
327,129.0
328,249.0
329,234.66666666666666
330,216.0
331,249.0
332,80.0
333,249.0
334,144.0
335,249.0
336,144.0
337,144.0
338,144.0
339,144.0
340,144.0
341,144.0
342,144.0
343,216.0
344,216.0
345,144.0
346,144.0
347,144.0
348,144.0
349,80.0
350,80.0
351,217.8
352,120.0
353,249.0
354,375.5
355,172.0
356,249.0
357,246.37894736842105
358,144.0
359,144.0
360,144.0
361,144.0
362,172.0
363,249.0
364,149.0
365,250.0
366,249.0
367,249.0
368,249.0
369,249.0
370,250.0
371,180.66666666666666
372,249.0
373,240.39473684210526
374,172.0
375,249.0
376,249.0
377,249.0
378,249.0
379,144.0
380,249.0
381,114.0
382,249.0
383,216.0
384,241.95
385,241.95
386,250.0
387,226.14285714285714
388,242.08636363636361
389,236.33333333333334
390,249.0
391,249.0
392,237.58333333333334
393,249.0
394,172.0
395,172.0
396,216.0
397,249.0
398,349.0
399,349.0
400,172.0
401,249.0
403,114.0
404,114.0
405,249.0
406,250.0
407,233.8
408,235.5
409,249.0
410,237.14999999999998
411,249.0
412,240.0
413,235.08695652173913
414,249.0
415,144.0
416,144.0
417,299.0
418,249.0
419,249.0
420,144.0
421,287.0869565217391
422,314.0
423,199.0
424,249.0
425,249.0
426,249.0
427,249.0
429,299.0
431,249.0
432,299.0
433,249.0
434,172.0
435,228.0
436,299.0
437,314.0
438,283.77777777777777
439,235.36363636363637
440,199.2
441,249.0
442,199.0
443,249.0
444,249.0
445,249.0
446,172.0
447,172.0
448,237.56521739130434
449,299.0
450,299.0
451,229.66666666666666
452,172.0
453,249.0
455,172.0
456,349.0
457,299.0
458,249.0
459,249.0
460,249.0
461,249.0
462,249.0
463,314.0
464,293.0
465,179.0
466,179.0
467,179.0
468,28.0
469,28.0
470,690.0
471,388.25
472,390.8095238095238
473,425.125
474,500.0
475,27100.0
476,28050.0
477,15275.0
478,12836.363636363636
479,281.3333333333333
481,321.6666666666667
482,3100.527275012569
483,8500.0
484,281.2494791666667
485,292.81632653061223
486,289.0381847475833
487,229.0
488,188.0
489,229.0
490,188.0
491,578.1666666666666
492,580.7142857142857
493,250.0
494,380.0
495,6000.0
496,4499.333333333333
497,150.0
498,243.64
499,28.0
500,28.0
501,100.0
502,75.0
503,225.0
504,145.66666666666666
505,175.0
506,99.0
507,125.0
508,95.0
509,100.0
510,58.0
511,100.0
512,100.0
513,100.0
514,100.0
515,147.33333333333334
516,199.0
517,100.0
518,100.0
519,100.0
520,175.0
521,175.0
522,149.0
523,188.0
524,188.0
525,980.0
526,650.0
527,980.0
528,980.0
529,77.0
530,99.0
531,58.0
532,249.0
533,249.0
534,378.45652173913044
535,1700.0
536,1700.0
537,188.0
538,14500.0
539,172.0
540,172.0
541,183.42857142857142
542,173.5
543,249.0
544,195.52380952380952
545,233.625
546,194.13333333333333
547,249.0
548,199.0
549,199.0
550,28.0
551,199.0
552,65.75
553,148.5861111111111
554,146.05882352941177
555,145.83382352941177
556,188.78125
557,162.33333333333334
558,146.26428571428573
559,149.0
560,190.42857142857142
561,199.0
562,149.0
563,172.0
564,172.0
565,146.68
567,188.0
568,172.0
569,172.0
570,149.0
571,165.66666666666666
572,172.0
573,199.0
574,172.0
575,172.0
576,172.0
577,172.0
578,172.0
579,172.0
580,149.0
581,172.0
582,91.0
583,172.0
584,149.0
585,172.0
586,189.0
587,172.0
588,189.0
589,172.0
590,199.0
591,149.0
592,136.0
593,199.0
594,199.0
595,189.0
596,149.0
597,199.0
598,172.0
599,199.0
600,172.0
601,199.0
602,172.0
603,115.0
604,58.0
605,28.0
606,272.0
607,28.0
608,28.0
609,199.0
610,178.9
611,172.0
612,172.0
613,188.0
614,188.0
615,189.0
616,172.0
617,148.0
618,172.0
619,172.0
620,172.0
621,149.0
622,172.0
623,172.0
624,172.0
625,149.0
626,165.66666666666666
627,172.0
628,149.0
629,172.0
630,172.0
631,149.0
632,172.0
633,172.0
634,188.0
635,189.0
636,189.0
637,199.0
638,349.0
641,172.0
642,143.1
643,172.0
644,172.0
645,199.0
646,188.0
647,188.0
648,149.0
649,172.0
650,172.0
651,142.67857142857142
652,172.0
653,188.0
654,149.0
655,172.0
656,172.0
657,146.66666666666666
658,172.0
659,174.0
660,165.66666666666666
661,172.0
662,189.0
663,172.0
664,172.0
665,149.0
666,172.0
667,172.0
668,120.0
669,172.0
670,188.0
671,172.0
672,172.0
673,172.0
674,149.0
675,172.0
676,172.0
677,142.89655172413794
678,172.0
679,172.0
680,172.0
681,172.0
682,172.0
683,199.0
684,172.0
685,199.0
686,1500.0
687,578.88
688,272.0
689,136.0
690,199.0
691,188.0
692,188.0
693,188.0
694,188.0
695,199.0
696,189.0
697,149.0
698,272.0
699,189.66666666666666
700,194.59025641025642
701,250.91666666666666
702,199.0
703,199.0
704,188.0
705,219.0
706,149.0
707,136.0
708,199.0
709,188.0
710,189.0
711,188.0
712,179.0
713,172.0
714,188.0
715,133.30769230769232
716,143.5625
717,149.0
718,172.0
719,219.0
720,189.0
721,188.0
722,188.0
723,188.0
724,188.0
725,188.0
726,188.0
727,188.0
728,188.0
729,229.0
730,229.0
731,188.0
732,229.0
733,188.0
734,216.0
735,188.0
736,229.0
737,229.0
738,216.0
739,229.0
740,229.0
741,216.0
742,216.0
743,188.0
744,229.0
745,188.0
746,229.0
747,229.0
748,188.0
749,216.0
750,229.0
751,188.0
752,188.0
753,188.0
754,172.0
755,188.0
756,188.0
757,188.0
758,205.66666666666666
759,199.0
760,188.0
761,199.0
763,188.0
764,188.0
765,136.0
766,188.0
767,136.0
768,136.0
769,188.0
770,172.0
771,174.0
772,172.0
773,172.0
774,188.0
775,188.0
776,172.0
777,199.0
778,188.0
779,188.0
780,136.0
781,136.0
782,188.0
783,129.5
784,248.73529411764707
785,335.4651162790698
786,354.48837209302326
787,413.10714285714283
788,299.0
789,6480.0
790,294.0833333333333
791,577.531914893617
792,951.6666666666666
793,3300.0
794,3266.6666666666665
795,3230.0
796,8500.0
797,250.0
798,150.0
799,25.0
800,150.0
801,150.0
802,238.95238095238096
803,100.0
804,235.25
805,100.0
806,243.24489795918367
807,66.0
808,179.0
809,188.0
810,185.83333333333334
811,198.9
812,99.0
813,199.0
814,189.125
815,100.0
816,92.25
817,92.33333333333333
818,149.0
819,149.0
820,99.0
821,136.0
822,95.7
823,199.0
824,249.0
825,284.14285714285717
826,299.0
827,370.0
828,149.0
829,3189.939880952381
830,4541.666666666667
831,4482.434782608696
832,294.72222222222223
833,150.0
834,240.0
835,4383.68
836,9800.0
837,4534.285714285715
838,25.0
839,3143.4593837535017
840,690.0
841,690.0
842,5000.0
843,188.0
844,188.0
845,188.0
846,188.0
847,188.0
848,188.0
849,188.0
850,216.0
851,188.0
852,216.0
853,169.33333333333334
854,28.0
855,216.0
856,216.0
857,216.0
858,216.0
859,188.0
860,216.0
861,28.0
862,188.0
863,216.0
864,188.0
865,188.0
866,249.0
867,228.0
868,228.0
869,228.0
870,249.0
871,188.0
872,219.0
873,229.0
874,228.0
875,229.0
876,188.0
877,188.0
878,216.0
879,188.0
880,188.0
881,216.0
882,188.0
883,216.0
884,219.0
885,188.0
886,249.0
887,149.0
888,179.0
889,188.0
890,188.0
891,188.0
893,123.5
894,188.0
895,320.0
896,188.0
897,188.0
898,219.0
899,188.0
901,249.0
902,199.0
903,188.0
904,188.0
905,148.0
906,188.0
908,188.0
909,216.0
910,188.0
911,188.0
912,188.0
913,188.0
914,188.0
915,188.0
916,176.8
917,188.0
918,228.0
919,228.0
920,28.0
921,188.0
922,228.0
923,219.0
924,188.0
925,216.0
926,6000.0
927,3300.0
928,7000.0
929,2200.0
930,800.0
931,216.0
932,216.0
933,271.6
934,292.8299242424242
935,472.9488888888889
936,149.0
937,309.0
938,399.0
939,399.0
940,399.0
941,37.0
942,27.0
943,127.0
944,278.51113333333336
945,131.44444444444446
946,78.57142857142857
947,135.93571428571428
948,1351.8503546099291
949,1156.423297872376
950,1661.560652173913
951,2303.1871875
952,162.23076923076923
953,137.16
954,325.4
955,399.0
956,142.93788461538463
957,389.61875
958,514.3620689655172
959,143.51724137931035
960,392.85714285714283
961,525.4480263157895
962,147.84
963,89.35
964,136.75125
965,270.96825757575755
966,27.0
967,294.05263157894734
968,333.75
969,506.793085106383
970,287.9
971,295.46153846153845
972,293.75544217687076
973,1049.0
974,899.0
975,297.5531914893617
976,1753.1666666666667
977,140.57692307692307
978,484.3809523809524
979,958.8956140350878
980,1417.285
981,979.6407407407407
982,592.0977891156463
983,150.7
984,388.8640081521739
985,140.22222222222223
986,249.0
987,140.3204081632653
988,245.44444444444446
989,88.48571428571428
990,92.5
991,89.1025641025641
992,88.34285714285714
993,89.89625
994,81.47368421052632
995,89.25
996,86.73571428571428
997,82.22608695652174
998,93.02682926829269
999,90.65581395348836
1000,90.625
1001,87.71627906976745
1002,92.50277777777778
1003,92.78536585365853
1004,92.26410256410257
1005,91.77073170731707
1006,386.05263157894734
1007,580.1603498542273
1008,291.54545454545456
1009,298.50166666666667
1010,348.8351063829787
1011,292.1666666666667
1012,273.760625
1013,290.5
1014,292.0857142857143
1015,430.9207333333333
1016,284.8911111111111
1017,313.6222222222222
1018,287.65714285714284
1019,292.1904761904762
1020,281.258064516129
1021,403.3739130434783
1022,287.3638528138528
1023,289.87021276595743
1024,578.65625
1025,470.5680208333333
1026,289.0214015151515
1027,77.93548387096774
1028,323.83875
1029,256.4
1030,290.92857142857144
1031,67.26923076923077
1032,295.01612903225805
1033,292.82142857142856
1034,284.2173913043478
1035,292.6507936507937
1036,79.4
1037,3443.609756097561
1038,999.0
1039,899.0
1040,999.0
1041,899.0
1042,881.9675
1043,848.5
1044,999.0
1045,297.13461538461536
1046,1256.6072727272729
1047,568.3888888888889
1048,533.8181818181819
1049,606.6923076923077
1050,214.13333333333333
1051,494.53846153846155
1052,576.4166666666666
1053,581.578947368421
1054,600.0526315789474
1055,237.125
1056,241.0
1057,583.9888888888888
1058,255.9
1059,556.0333333333334
1060,568.8947368421053
1061,599.0
1062,585.4375
1063,583.96875
1064,28.0
1065,191.0
1066,198.0
1067,439.1818181818182
1068,299.0
1069,241.23076923076923
1070,198.0
1071,191.93142857142857
1072,126.2240625
1073,391.1818181818182
1074,999.0
1075,341.5300000000004
1076,873.2865957446822
1077,571.39615
1078,154.6
1079,1528.5
1080,1649.0
1081,1979.0
1082,1910.6363636363637
1083,1979.0
1084,1979.0
1085,1798.6666666666667
1086,28.0
1087,297.1219512195122
1088,28.0
1089,241.47058823529412
1090,493.84615384615387
1091,137.7
1092,124.0
1093,28.0
1094,382.8
1095,127.7998422939068
1096,222.8
1097,134.0
1098,138.76923076923077
1099,330.6025362318841
1100,125.0
1101,263.25
1102,252.2777777777778
1103,230.46153846153845
1104,193.4375
1105,168.95
1106,58.0
1107,149.0
1108,371.0706081081081
1109,131.89655172413794
1110,140.68
1111,125.875
1112,395.424
1113,141.55172413793105
1114,271.3056222222222
1115,28.0
1116,386.7142857142857
1117,127.0
1118,124.34615384615384
1119,392.5625
1120,949.0
1121,345.20588235294116
1122,294.37
1123,349.0
1124,342.46666666666664
1125,299.0
1126,293.57142857142856
1127,349.0
1128,1064.857142857143
1129,849.0
1130,899.0
1131,394.18211538461543
1132,296.0
1133,1855.25
1134,1372.75
1135,349.0
1136,349.0
1137,283.0
1138,599.0
1139,198.0
1140,349.0
1141,299.0
1142,1761.0689655172414
1143,385.8723404255319
1144,387.5
1145,9611.5
1146,229.0
1147,899.0
1148,899.0
1149,1590.0
1150,1590.0
1151,1723.40625
1152,4290.0
1153,4646.090909090909
1154,1990.0
1155,5240.0
1156,2390.0
1157,4940.0
1158,3330.0
1159,3290.0
1160,1600.0
1161,990.0
1162,755.0
1163,755.0
1164,840.0
1165,2200.0
1166,3870.0
1167,1070.5675675675675
1168,1750.0
1169,3490.0
1170,2995.0
1171,1990.0
1172,3490.0
1173,990.0
1174,1192.5
1175,891.0
1176,1072.5
1177,1378.0
1178,1750.0
1179,1990.0
1180,2061.941428571429
1181,2190.0
1182,3490.0
1183,3490.0
1185,6650.0
1186,1340.0
1187,1490.0
1188,2800.0
1189,2800.0
1190,3099.0
1191,250.0
1192,1500.0
1194,242.8125
1195,293.65
1196,296.4054054054054
1197,294.2
1198,249.0
1199,246.32432432432432
1200,1099.0
1201,285.4807692307692
1202,1379.388888888889
1203,649.0
1204,286.9222549019608
1205,1335.3636363636363
1206,849.0
1207,899.0
1208,1499.0
1209,1349.0
1210,799.0
1211,1476.7777777777778
1212,499.0
1213,499.0
1214,899.0
1215,1765.6666666666667
1216,292.7
1217,285.7894736842105
1218,999.0
1219,349.0
1220,1782.3333333333333
1221,899.0
1222,289.3076923076923
1223,349.0
1224,384.71207547169814
1225,899.0
1226,294.55555555555554
1227,293.09090909090907
1228,1369.0
1229,1491.857142857143
1230,1149.0
1231,1761.5
1232,2814.17094017094
1233,1256.6743508192487
1234,499.0
1235,285.0538
1236,295.29411764705884
1237,1749.0
1238,1343.111111111111
1239,297.0
1240,1899.0
1241,290.39444444444445
1242,1241.857142857143
1243,424.75642361111113
1244,185.5
1245,399.0
1247,287.05882352941177
1248,1174.0
1249,286.77358490566036
1250,1299.0
1251,649.0
1255,1032.4
1256,147.85294117647058
1257,293.2631578947368
1258,299.0
1259,287.0
1260,1379.5
1261,394.53333333333336
1262,899.0
1263,399.0
1264,236.0
1265,799.0
1266,273.2
1267,58.0
1268,273.75
1269,268.8
1270,288.68658536585366
1271,249.0
1272,190.14285714285714
1273,190.04
1274,164.66666666666666
1275,244.79166666666666
1276,249.0
1277,299.0
1278,299.0
1279,299.0
1280,78.0
1281,98.0
1282,287.88235294117646
1283,282.875
1285,385.30795454545455
1286,388.51111111111106
1287,146.9189189189189
1288,366.36081081081085
1289,150.32543859649124
1290,341.13793103448273
1291,292.96666666666664
1292,1057.8235294117646
1293,345.7368421052632
1294,1239.0
1295,1549.0
1296,1470.2857142857142
1297,1267.1818181818182
1298,1394.8333333333333
1299,1390.6666666666667
1300,980.1578947368421
1301,296.4916666666667
1302,288.2391304347826
1303,292.7391304347826
1304,288.3333333333333
1305,292.9372916666667
1306,293.0
1307,342.47523809523807
1308,238.0
1309,292.56904761904764
1310,242.12777777777777
1311,241.23076923076923
1312,699.0
1313,290.7692307692308
1314,249.0
1315,438.531914893617
1316,349.0
1317,287.1111111111111
1318,292.14285714285717
1319,292.6
1320,277.6
1321,291.0078947368421
1322,293.6829268292683
1323,8949.0
1324,552.1653061224489
1325,402.325
1326,284.6
1327,1699.0
1328,1699.0
1329,391.8333333333333
1330,2299.0
1331,299.0
1332,396.5686274509804
1333,1778.2857142857142
1334,2699.0
1335,649.0
1336,2249.0
1337,289.9166666666667
1338,198.0
1339,338.9428571428571
1340,318.2142857142857
1341,349.0
1342,265.11764705882354
1343,78.0
1344,176.8
1345,6990.0
1346,4990.0
1347,299.5
1348,58.0
1349,21990.0
1350,1600.0
1351,2500.0
1352,1700.0
1353,2700.0
1354,1700.0
1355,2700.0
1356,1015.0
1357,992.3214285714286
1358,835.6363636363636
1359,981.1423076923077
1360,30.0
1361,4940.0
1362,69.97819047619048
1363,28.0
1364,551.1710579989572
1365,606.6923076923077
1366,599.0
1367,479.2
1368,299.0
1369,199.0
1370,285.0833333333333
1371,1037.4772727272727
1372,1203.4545454545455
1373,99.0
1374,199.0
1375,387.16333333333336
1376,179.0
1377,725.1479251700681
1378,758.6666666666666
1379,249.0
1380,299.0
1381,286.91999999999996
1382,63.0
1383,999.0
1384,405.39059999999995
1385,999.0
1387,905.0028373015888
1388,1991.5782638888888
1389,2276.3115192743876
1390,1681.8333333333333
1391,1737.2444444444445
1392,699.0
1393,50.0
1395,198.0
1396,299.0
1397,634.625
1398,396.8670004668526
1399,299.0
1400,199.0
1401,579.0
1402,1590.2176618172762
1403,3484.212121212121
1404,3659.24
1405,224.33333333333334
1406,862.2995345432722
1407,1196.5799020505638
1408,1242.860283446695
1409,1002.1444736842104
1410,827.648
1411,155.2
1412,1437.2184210526316
1413,1257.3505681818183
1414,1273.3975
1415,1917.2666666666667
1416,1468.3670454545454
1417,1484.0333333333333
1418,333.1476063829787
1419,338.6306818181818
1420,333.4791666666667
1421,306.7660992907801
1422,28.0
1423,581.2307692307693
1424,499.0
1425,299.0
1426,199.0
1427,199.0
1428,99.0
1429,799.0
1430,683.0
1431,399.0
1432,799.0
1433,2499.0
1435,1999.0
1438,147.32608695652175
1439,1000.0
1440,1500.0
1441,500.0
1442,1479.0
1443,583.6153846153846
1444,288.84615384615387
1445,1278.148484848485
1446,1283.95
1447,55.0
1448,588.0716758926035
1449,586.4389184397163
1450,1978.8946666666666
1451,723.317
1452,566.4666666666667
1453,772.0444444444445
1454,917.775
1455,614.4285714285714
1456,1199.0
1457,997.5
1458,698.0
1459,1221.2072437106917
1460,1094.767283653846
1461,1908.3727536231738
1462,1790.9151481481483
1463,1072.834090909091
1464,901.6134285714286
1465,681.8744273504316
1466,868.3008717948717
1467,941.8988
1468,844.6704545454545
1469,966.2835666666666
1470,667.4854206160604
1471,1472.1
1472,2304.8195578231293
1473,1908.6295454545455
1474,249.0
1475,817.3003338675213
1476,984.2558139534884
1477,2554.9289772727275
1478,2598.9919354838707
1479,239.13537414965987
1480,482.53731398809526
1481,1619.5963636363638
1482,533.6578703703703
1483,1230.135
1484,834.4464035087675
1485,1494.4822222222333
1486,1237.4353085106382
1487,99.0
1488,75.0
1489,38.0
1490,99.0
1491,119.0
1492,75.0
1493,75.0
1494,149.5
1495,577.8687520861663
1496,2026.7757183333333
1497,2022.3113025210084
1498,4335.3680146591105
1499,5733.853214285749
1500,5818.3026315789475
1501,2872.907817950376
1502,2364.931410580729
1503,3782.0875
1504,3811.1616161616666
1505,999.0
1506,429.0
1507,1546.810908084161
1508,2920.48
1509,3019.0
1510,799.0
1511,782.0192635554106
1512,2421.207599816856
1513,2514.341064938118
1514,2956.3716049382715
1515,1549.0056597222222
1516,294.58245614035087
1517,195.93023255813952
1518,38.0
1519,499.0
1520,1838.1666666666667
1521,1319.7
1522,1313.0
1523,782.0085534591194
1524,2924.8936170212764
1525,637.1818181818181
1526,630.0
1527,981.4166666666666
1528,634.3407657657658
1529,2199.0
1530,92.53571428571429
1531,405.73654320987407
1532,1313.0
1533,630.0
1534,1126.2082978723404
1535,1922.131388888889
1536,1799.0
1537,786.452972972973
1538,644.2221544715447
1539,924.9913095238096
1540,1172.3517059359813
1541,1973.4859027777777
1542,3746.624691357926
1543,3453.5454545454545
1544,6736.809504629629
1545,7326.181818181818
1546,7021.974358974359
1547,5554.8696969696975
1548,4260.965234042554
1549,4952.515106382979
1550,4288.8
1551,999.0
1552,1799.0
1553,1999.0
1554,174.0
1555,1298.1491669262134
1556,2433.305892176857
1557,2241.370272108844
1558,1299.0
1559,1299.0
1560,1127.467807017544
1561,1799.0
1562,1199.0
1563,1163.3860984848486
1564,2031.2052721088435
1565,2357.0278843537417
1566,1999.0
1567,1399.0
1568,1912.178326278672
1569,2498.0136549999997
1570,2584.7408333333333
1571,804.3913749999999
1572,581.2203376068376
1573,3299.0
1576,1999.0
1578,8883.782142857142
1579,8892.894736842105
1581,4460.5
1582,4499.0
1583,3921.9329365302765
1584,3921.1111111110663
1586,5952.723783783784
1587,5999.0
1588,599.0
1589,699.0
1590,2599.0
1591,3999.0
1592,3739.4
1593,1745.1
1594,2938.5
1595,2198.086956521739
1596,2013.2222222222222
1597,469.0
1598,1527.3095238095239
1599,399.0
1600,305.0
1601,398.0
1602,180.30769230769232
1603,905.1785714285714
1604,665.0899999999999
1605,4890.0
1606,3690.0
1607,3023.3333333333335
1608,1179.0166666666667
1609,1735.6666666666667
1610,507.02702702702703
1611,394.6666666666667
1612,949.0
1613,349.0
1614,299.0
1615,649.0
1616,349.0
1617,1399.0
1618,1549.0
1619,1694.909090909091
1620,230.23000000000002
1621,237.16315789473686
1622,1799.0
1623,1199.0
1624,287.55555555555554
1625,1549.0
1626,399.0
1627,172.225
1628,3198.5
1629,6073.25
1630,2217.375
1631,2365.6666666666665
1632,1199.0
1633,1399.0
1634,1199.0
1635,867.671052631579
1636,749.0
1637,827.725
1638,749.0
1639,849.0
1640,749.0
1641,849.0
1642,2399.4
1643,749.0
1644,849.0
1645,911.4631578947368
1646,749.0
1647,831.9799999999999
1648,749.0
1649,849.0
1650,877.125
1651,1285.5384615384614
1652,5878.111111111111
1653,10040.5
1654,699.25
1655,832.3333333333334
1656,849.0
1657,245.51724137931035
1658,248.5
1659,649.0
1660,197.0
1661,399.0
1662,949.0
1663,1949.0
1664,2549.0
1665,275.375
1666,974.0
1667,207.45
1668,899.0
1669,1549.0
1670,412.2818181818182
1671,281.75
1672,299.0
1673,397.0444444444444
1674,424.0
1675,291.3809523809524
1676,286.8285714285714
1677,261.8
1678,43.0
1680,28.0
1681,40.0
1682,440.625
1684,286.6470588235294
1685,28.0
1686,289.3829787234043
1687,1530.25
1688,811.047619047619
1689,1749.0
1690,1299.0
1691,599.0
1692,599.0
1693,1099.0
1694,1099.0
1695,1099.0
1696,1099.0
1697,1299.0
1698,1099.0
1699,899.0
1700,599.0
1701,1081.142857142857
1702,599.0
1703,1749.0
1704,1099.0
1705,599.0
1706,599.0
1707,1149.0
1708,2267.4210526315787
1709,749.0
1710,680.1818181818181
1711,1099.0
1712,278.05
1713,1321.6363636363637
1714,749.0
1715,294.8076923076923
1716,344.7241379310345
1717,289.7857142857143
1718,355.72222222222223
1719,649.0
1720,291.73333333333335
1721,2148.6666666666665
1722,387.2271428571429
1723,289.6923076923077
1724,699.0
1725,295.97222222222223
1726,242.87878787878788
1727,243.54054054054055
1728,245.51724137931035
1729,291.5681818181818
1730,289.2722222222222
1731,292.3025
1733,349.0
1734,390.4390243902439
1735,294.17021276595744
1736,286.8525
1737,349.0
1738,282.2307692307692
1739,333.7142857142857
1740,290.734693877551
1741,294.2708333333333
1742,335.625
1743,297.1111111111111
1744,292.0425531914894
1745,1129.875
1746,1449.0
1747,1341.7142857142858
1748,849.0
1749,521.0
1750,540.969696969697
1751,299.0
1752,287.57142857142856
1753,289.2083333333333
1754,196.38235294117646
1755,199.2
1756,292.9512195121951
1757,665.5909090909091
1758,1465.6666666666667
1759,298.9642857142857
1760,27.857142857142858
1761,292.7418918918919
1762,194.82926829268294
1763,244.0344827586207
1764,199.0
1765,28.0
1766,299.0
1767,290.0
1768,364.375
1769,299.0
1770,599.0
1771,215.0
1772,99.0
1773,26.0
1774,26.0
1775,402.875
1776,288.57142857142856
1777,289.5945945945946
1778,289.55
1779,349.0
1780,67.66666666666667
1781,285.6551724137931
1782,447.62817460317467
1783,392.78494623655916
1784,113.0
1785,298.0
1786,976.8
1787,999.0
1788,906.1428571428571
1789,299.0
1790,1760.863492063492
1791,1077.2209219858155
1792,419.0
1793,1049.0
1794,419.0
1795,1715.142361111125
1796,249.0
1797,84.0
1798,419.0
1799,1238.0454545454545
1800,308.0575714285714
1801,1294.1370370370369
1802,1231.7142857142858
1803,432.15255319148935
1804,1299.0
1805,248.0
1806,141.0
1807,424.6666666666667
1808,142.0
1809,393.13854227405193
1810,847.5461226851861
1811,1667.9943756073858
1812,1799.5397424684159
1813,960.9902855647033
1814,3554.4826541565562
1815,3543.9583333333335
1816,5935.595952380952
1817,5945.722222222223
